"day","Mean biomass (kg DM/ha)","Mean green vegetative biomass (kg DM/ha)","Mean green reproductive biomass (kg DM/ha)","Mean dry vegetative biomass (kg DM/ha)","Mean dry reproductive biomass (kg DM/ha)","Harvested Biomass (kg DM/ha)","Ingested Biomass (kg DM/ha)","Mean GRO biomass (kg DM/ha)","Mean available biomass for cut (kg DM/ha)"
202,2711.7101205333356,1614.5719236651046,9.690524477916094,1021.5120668041253,65.93560558618948,5299.712849666272,0.0,117.11365649614557,1961.0839904692298
203,2735.1992196281744,1616.5821112038732,9.067563055178553,1045.2349264525035,64.314618916619,5299.712849666272,0.0,114.51333325246533,1986.8170376563767
204,2739.85855547728,1598.1976327625912,8.432856310223693,1070.65661336069,62.571453043774866,5299.712849666272,0.0,105.27814614387205,1993.8542461232812
205,2739.9897361707885,1578.0855590019103,7.902160850931406,1092.9748763378109,61.02713998013623,5299.712849666272,0.0,91.94995139079238,1996.0604353397212
206,2765.9711574872836,1586.579871359859,7.459546005119142,1112.2596305336065,59.672109588698596,5299.712849666272,0.0,108.6573161860236,2023.8395018934655
207,2791.631184595499,1594.2964196041416,7.0179502059739995,1132.0576857064239,58.25912907895936,5299.712849666272,0.0,113.8737288813938,2051.3541053105655
208,2782.916998990377,1569.6015491910903,6.636761468028585,1149.6968169721515,56.98187135910688,5299.712849666272,0.0,73.02493534379722,2044.2983661632418
209,2806.8250399242747,1577.399239406417,6.261879848464705,1167.4914723236143,55.6724483457787,5299.712849666272,0.0,109.61249722185318,2069.8907117300314
210,2815.976960850968,1571.177322127467,5.912071671692321,1184.4902906353889,54.3972764164201,5299.712849666272,0.0,94.57580442569957,2080.667612762856
211,2809.1486366823788,1549.2920374765617,5.576934803848058,1201.1560842955525,53.12358010641648,5299.712849666272,0.0,80.49665260932504,2075.448121772114
212,2823.6013008361588,1551.7752581919158,5.315010575256851,1214.4254036503985,52.08562841858736,5299.712849666272,0.0,87.27991542841048,2091.2006618423143
213,2854.6147047627687,1571.1385126638252,5.062883082921563,1227.3613683261212,51.051940689900675,5299.712849666272,0.0,104.93269124470596,2123.499880989946
214,2853.186022697164,1557.2490708561347,4.7972272789061865,1241.2146388007277,49.925085761395245,5299.712849666272,0.0,80.75621477227078,2123.463709656862
215,2819.865942681349,1532.6060188325796,4.571865534363399,1233.755361015804,48.93269729860188,5299.712849666272,0.0,60.10675284602759,2091.361379848384
216,2811.9983237507313,1533.4189033895582,4.348929941198285,1226.3124849730968,47.91800544687777,5299.712849666272,0.0,88.67641749225119,2084.731388362655
217,2812.291913579546,1543.1318476349875,4.111019010727309,1218.2514049606998,46.79764197313171,5299.712849666272,0.0,108.08812909725623,2086.3832525956873
218,2817.7295603823327,1557.8001949536765,3.8813106846880467,1210.3740844813892,45.67397026257853,5299.712849666272,0.0,114.99167998420094,2093.1742794350657
219,2831.9823011998988,1580.3036463613296,3.677488505758823,1203.3633940547982,44.63777227801204,5299.712849666272,0.0,116.75443747471891,2108.6670404161277
220,2863.56499924287,1619.2869700140072,3.4939818293582325,1197.113182198485,43.670865201019296,5299.712849666272,0.0,128.6460261443237,2141.4001522124922
221,2892.1576494585643,1655.1172214630287,3.310822934385987,1191.0568534153622,42.67275164578763,5299.712849666272,0.0,130.32665248102057,2171.174074878391
222,2882.010609074444,1652.226382882497,3.1189090137299695,1185.0758107557137,41.58950642250351,5299.712849666272,0.0,102.20801518464566,2162.302193638211
223,2860.1041324333596,1637.333870056937,2.921973301330525,1179.4142667873102,40.4340222877816,5299.712849666272,0.0,100.38599619483865,2141.7481368442473
224,2818.237517979544,1602.2404843788574,2.7210949418265242,1174.0710826568873,39.20485600197234,5299.712849666272,0.0,91.13761126149302,2101.3115670357447
225,2788.5022969167153,1578.9284189641444,2.525461820983906,1169.0963701940716,37.952045937515535,5299.712849666272,0.0,109.07981462662258,2073.0247891582158
226,2730.443748674199,1527.182890251775,2.3360711253737705,1164.2442882055316,36.680499091519074,5299.712849666272,0.0,86.29010054302859,2016.4271784573066
227,2668.5743624546235,1471.3679626524251,2.1668578134073213,1159.5521482235456,35.487393765245145,5299.712849666272,0.0,76.9182307909533,1955.9201108759707
228,2646.239784790443,1453.977585127981,2.0458821416847908,1155.6227738151108,34.59354370566635,5299.712849666272,0.0,83.95699252036579,1934.6003589430918
229,2627.7185472792507,1440.1086886706166,1.9448820550756256,1151.8445311628768,33.82044539068191,5299.712849666272,0.0,74.91771124684803,1916.9532198334934
230,2578.188432579114,1395.3123828499265,1.8519531594009921,1147.9372996405573,33.08679692922896,5299.712849666272,0.0,40.41926079729038,1868.2496824904838
231,2580.486372835416,1402.5562686182707,1.7645212932749468,1143.7898646828792,32.375718240991304,5299.712849666272,0.0,90.65622313361881,1871.3461333011498
232,2546.7705929991976,1374.9810348227518,1.666592567167449,1138.5673103336026,31.555655275675573,5299.712849666272,0.0,69.51868852423847,1838.5483451563543
233,2494.4856038975013,1329.793458940416,1.5651554105834682,1132.450502024578,30.67648752192354,5299.712849666272,0.0,60.11590915607194,1787.2439609649941
234,2483.1287084085516,1325.5180817366959,1.4763318628107247,1126.25720336874,29.877091440304806,5299.712849666272,0.0,92.5145813223138,1776.7752851054358
235,2481.6176066261064,1330.1778831778013,1.407562479240936,1120.795910154581,29.236250814483174,5299.712849666272,0.0,82.9950933227696,1775.9737933323822
236,2476.014632242779,1331.955996439536,1.3315848958052345,1114.219077026558,28.507973880880154,5299.712849666272,0.0,91.64749425937067,1771.1750734660939
237,2440.8129472144724,1303.9923100980504,1.2626237785192853,1107.7330667294978,27.82494660840466,5299.712849666272,0.0,57.39965189091634,1736.7253768275482
238,2407.99778417398,1278.3601006232561,1.198878638781016,1101.2652507971022,27.17355411484099,5299.712849666272,0.0,56.79691153816626,1704.6253514203584
239,2416.435138663982,1293.536409319333,1.1434514821255615,1095.1655326925297,26.58974516999403,5299.712849666272,0.0,89.86718801589664,1713.7019420118627
240,2434.258388618156,1317.5134002589011,1.0959562952411002,1089.573515712427,26.07551635158626,5299.712849666272,0.0,90.47287679309815,1732.0869159713282
241,2425.869089049353,1314.9471359177317,1.052804249066814,1084.2724579547225,25.59669092783178,5299.712849666272,0.0,60.099858414276014,1724.2195938724542
242,2401.545844496436,1296.7958062028924,1.0084028878650768,1078.6491856098598,25.092449795818432,5299.712849666272,0.0,48.69073845031345,1700.4449918127523
243,2393.5232006385113,1295.8109620595108,0.9594732890005325,1072.2299381711832,24.52282711881729,5299.712849666272,0.0,75.54654502920229,1693.040900230694
244,2350.132950352583,1259.8421125732339,0.9099830570734847,1065.450886792817,23.92996792945854,5299.712849666272,0.0,44.90988215861854,1650.292999366051
245,2323.048134452707,1241.117817067713,0.8569765439898543,1057.797928017144,23.275412823860314,5299.712849666272,0.0,71.95829681225096,1623.915745084857
246,2280.8811174400976,1208.0013583032303,0.8034621080986377,1049.484796506539,22.591500522230177,5299.712849666272,0.0,63.11974326477172,1582.4861548097692
247,2243.1431318636337,1178.857851484295,0.7566845441571004,1041.5573118421134,21.97128399306833,5299.712849666272,0.0,59.479026845531536,1545.4151633264084
248,2176.230237036863,1121.3158156030565,0.7098717819049812,1032.8754490571732,21.32910059472819,5299.712849666272,0.0,35.38251626124813,1479.1912646602298
249,2102.9939377459245,1058.3797572767025,0.6635947967798306,1023.2796921887365,20.670893483705854,5299.712849666272,0.0,33.29400699435844,1406.6594494654391
250,2023.7622042443872,990.6777935318347,0.6182895210166796,1012.4646102749027,20.00151091663322,5299.712849666272,0.0,30.709337707001886,1328.1424038067375
251,2008.045930331923,986.9459558943457,0.5780249616842709,1001.1395011091281,19.382448366764923,5299.712849666272,0.0,87.28335805726567,1313.085457003474
252,1972.0983128870698,962.5355448192294,0.5443456147663149,990.173701899753,18.84472055332119,5299.712849666272,0.0,54.53433098673904,1277.7092467189823
253,1962.2352018807435,964.4958175018072,0.5132427269811519,978.8949147877829,18.331226864172226,5299.712849666272,0.0,77.45674209723198,1268.3907322895902
254,1979.1556558334116,992.8551215901205,0.48574157778084753,967.9526870923029,17.862105573207668,5299.712849666272,0.0,97.5426722470584,1285.8078086824235
255,2004.9916544557232,1029.874024115944,0.46051216023576774,957.2387079539466,17.41841022559684,5299.712849666272,0.0,102.9547082250541,1312.1127320698906
256,2019.8753185063872,1057.6245173552752,0.4325826733576687,944.9056670662399,16.91255141151449,5299.712849666272,0.0,103.95431024152316,1327.530184421515
257,2007.0463081108824,1058.2511186834477,0.4040541164139013,932.0134471515738,16.37768815944713,5299.712849666272,0.0,82.99946509869005,1315.2645658350216
258,1991.9418250699334,1054.570145255477,0.3801879024304865,921.0784002109617,15.913091701064227,5299.712849666272,0.0,69.84581795751079,1300.6485454664387
259,1992.1071890982112,1064.9343782370443,0.35914759105386446,911.3240694859189,15.48959378419404,5299.712849666272,0.0,79.06402460463913,1301.2584477229632
260,2020.4031396819605,1102.0920799366054,0.34103241102835197,902.8565841208515,15.113443213475135,5299.712849666272,0.0,99.65625356999269,1329.9486640574569
261,2033.0930307028455,1123.183092087959,0.32379300950902223,894.8409078707826,14.745237734594577,5299.712849666272,0.0,83.79815940731477,1343.0239999587416
262,1993.6189763378384,1090.0007452481102,0.31064256116583727,888.8512601348887,14.456328393673703,5299.712849666272,0.0,17.40631515197016,1303.8520053829989
263,1972.3852023067902,1074.8555643185541,0.2977782702562642,883.064571723705,14.16728799427476,5299.712849666272,0.0,36.558667167487556,1282.920136042259
264,1956.0866072994154,1064.6201363773641,0.2849749213067361,877.3085354554512,13.872960545293301,5299.712849666272,0.0,43.45195341696159,1266.9286718328153
265,1998.8227848836761,1113.0132116942227,0.273113730756822,871.9427192757422,13.593740182954532,5299.712849666272,0.0,100.30875866798824,1309.9559309699648
266,2046.3045877719646,1165.8911951160833,0.2617629021989311,866.8312923514085,13.32033740227413,5299.712849666272,0.0,104.7566850067688,1357.7224874674916
267,2090.026935253547,1215.1310149929068,0.2498004030091655,861.6205805006049,13.025539357026155,5299.712849666272,0.0,106.57858904654482,1401.7515954935116
268,2087.0490559578116,1217.327714974291,0.23782856257219737,856.7605241488313,12.72298827211707,5299.712849666272,0.0,62.91944743632526,1399.0882391231223
269,2098.5680790315314,1233.9667492150575,0.22491209334127962,851.9885890220967,12.387828701036078,5299.712849666272,0.0,86.23691579280097,1410.9553382371541
270,2105.5959043131347,1244.8453204679283,0.21404237301246137,848.4393611330001,12.097180339193473,5299.712849666272,0.0,73.58909729301293,1418.2846816009285
271,2141.3685637470344,1283.1810590154123,0.20590497696351517,846.1078629095094,11.87373684514933,5299.712849666272,0.0,88.20941233208936,1454.2889219249219
272,2165.9701581932536,1310.171722684298,0.19734705135641004,843.9672563658366,11.633832091762384,5299.712849666272,0.0,82.03358286382706,1479.1389790501346
273,2227.346832836617,1372.9266875229432,0.19140049132943954,842.765433705371,11.463311116973276,5299.712849666272,0.0,103.13666600600828,1540.6921212283141
274,2265.267170671328,1412.0765959378853,0.1848886040026898,841.7321696791015,11.273516450338798,5299.712849666272,0.0,85.21584993998366,1578.8087656169869
275,2272.5881097489187,1420.6096815852702,0.1754860940442841,840.8085609508961,10.994381118708164,5299.712849666272,0.0,78.33755359612275,1586.4182425361664
276,2224.9135329313713,1373.2091132391486,0.1670301869239515,840.8011292237408,10.736260281557854,5299.712849666272,0.0,20.111855466568514,1539.0102424628894
277,2247.2582132505145,1395.259800016956,0.1604263353039829,841.3086826257064,10.529304272547801,5299.712849666272,0.0,78.30102434369988,1561.5684826426623
278,2247.809496060296,1395.1847567439818,0.15422284945230127,842.1398269228747,10.330689543987251,5299.712849666272,0.0,55.530789077089224,1562.3245836668566
279,2284.029987514681,1430.610452336835,0.1491663159705244,843.1049912186446,10.165377643231174,5299.712849666272,0.0,83.05329676336629,1598.7154435554794
280,2323.0870017198795,1468.7932972428525,0.1449776698807036,844.1227220551625,10.026004751983757,5299.712849666272,0.0,79.33690349653273,1637.916019298015
281,2371.4011643079134,1515.9048355473813,0.140375263139297,845.4854077135683,9.870545783824536,5299.712849666272,0.0,94.04468671577564,1686.3902432609495
282,2418.24070176357,1561.1693245623758,0.13564624863534042,847.2276632809921,9.70806767156698,5299.712849666272,0.0,95.63996406674713,1733.396987843368
283,2466.756205119971,1608.2152193290422,0.1321704491604441,848.8223467936248,9.586468548143635,5299.712849666272,0.0,85.88597002616208,1782.037566122667
284,2486.44826304298,1626.6263001265468,0.1296114062271971,850.1966408318399,9.495710678366159,5299.712849666272,0.0,48.092625895840015,1801.8229409583867
285,2523.4150447314446,1661.9810718479387,0.12675129562799062,851.9139928545836,9.393228733293899,5299.712849666272,0.0,69.48557486299184,1838.8950647025222
286,2559.5991997046212,1695.8103971823407,0.12307786879778672,854.4056715209101,9.260053132572576,5299.712849666272,0.0,79.13152126796935,1875.2160687032508
287,2618.544668223252,1752.8142012764433,0.12049661819454821,856.4449554277156,9.165014900898356,5299.712849666272,0.0,90.26764884730834,1934.259156704159
288,2659.3531534823364,1791.3723523852686,0.11782068954599278,858.7975907979101,9.06538960961135,5299.712849666272,0.0,74.17837897191768,1975.1699431831787
289,2697.4388678729497,1826.8420120171331,0.1150513216018895,861.5207401383461,8.961064395868569,5299.712849666272,0.0,73.6515480287816,2013.3627521554793
290,2721.3868801679787,1846.9959418966305,0.11147935198179552,865.4546429108628,8.824816008503621,5299.712849666272,0.0,71.28946624620096,2037.4505848074932
291,2725.877040761479,1846.4456671631463,0.10736444007747728,870.6587714728856,8.665237685369258,5299.712849666272,0.0,61.36586218428853,2042.1044386360318
292,2723.778549717398,1836.1532130497399,0.10158487806255659,879.0871207426896,8.436631046905926,5299.712849666272,0.0,81.86921132268337,2040.2403337924295
293,2675.4417336209467,1778.8859279024257,0.09630138506397423,888.2380437189743,8.221460614482801,5299.712849666272,0.0,34.18737077862314,1992.1239716214
294,2682.9034771614047,1778.669314148876,0.09228555711940385,896.0886242015483,8.053253253861156,5299.712849666272,0.0,74.60115632236733,1999.7579383504244
295,2734.250655668576,1825.8881063508657,0.09028482931253674,900.3047069109026,7.967557577495477,5299.712849666272,0.0,86.62389230030914,2051.192813261768
296,2781.5767050680156,1869.2149051402453,0.08842133350712049,904.3865561612816,7.886822432981535,5299.712849666272,0.0,81.10064413630063,2098.601461301527
297,2834.9520703545363,1918.174132035742,0.08644788539624179,908.8911010045526,7.800389428845386,5299.712849666272,0.0,90.10800317788971,2152.0652330402945
298,2839.609545964419,1907.203277368372,0.08377926078516668,924.640363042552,7.682126292709694,5299.712849666272,0.0,46.45262770076688,2156.8436404109243
299,2861.635040277466,1911.728959047968,0.08090177305803554,942.2726765684397,7.552502888000249,5299.712849666272,0.0,69.19926611061108,2179.001635616408
300,2913.900083626794,1952.1601472793914,0.07903204206825055,954.1941790516923,7.466725253642136,5299.712849666272,0.0,84.49700527163975,2231.354326331084
301,2946.9749966046998,1968.7017577046538,0.07648921081300807,970.8481099463917,7.348639742841517,5299.712849666272,0.0,78.41027248950053,2264.5498676510456
302,2928.928802402974,1931.7391517278454,0.07369016463251685,989.8995395920849,7.2164209184111385,5299.712849666272,0.0,34.2644609164339,2246.6386913199303
303,2902.270499619401,1882.179828748732,0.07043600696234491,1012.960549193038,7.059685670668758,5299.712849666272,0.0,37.44676376512693,2220.14037794177
304,2899.3583456169813,1856.4963758372987,0.06733092364112299,1035.8880778277728,6.906561028268862,5299.712849666272,0.0,62.14587214685697,2217.3844536650713
305,2898.3072391132705,1838.775152032456,0.06513454682944897,1052.6712825729728,6.7956699610122815,5299.712849666272,0.0,47.796691369545655,2216.4464346054287
306,2897.8776393154058,1823.5087790182258,0.06322224945642078,1067.6081959230962,6.697442124627363,5299.712849666272,0.0,43.96800874694505,2216.116974941322
307,2901.9942431056184,1816.8915287426244,0.061863050120919555,1078.4143151457158,6.626536167157348,5299.712849666272,0.0,36.89543920887765,2220.30584388834
308,2910.804334472348,1817.7669929892522,0.06087017136512259,1086.4023175518344,6.574153759896079,5299.712849666272,0.0,33.42007420429256,2229.169310541087
309,2903.6092606626808,1800.3585965282582,0.059603048420971964,1096.6843200908331,6.506740995168436,5299.712849666272,0.0,24.856533708494933,2222.0429166190916
310,2927.3081351703963,1817.6013229308955,0.05881039493046211,1103.1838928941825,6.464108950388037,5299.712849666272,0.0,44.280534059610225,2245.785215825078
311,2921.6166414533463,1802.7832169353817,0.05769722442391896,1112.371904537861,6.4038227556799905,5299.712849666272,0.0,23.696582991381128,2240.1551214732426
312,2930.529859661858,1802.4619243547866,0.05658141419465057,1121.6685604532722,6.342793439604694,5299.712849666272,0.0,39.07561148532815,2249.130484808059
313,2960.3875644502496,1837.056953040729,0.05658141419465057,1116.951243113716,6.322786881610116,5299.712849666272,0.0,34.59502868594242,2279.0081961544447
314,2972.3801723604847,1855.7597641574737,0.05658141419465057,1110.2694080784893,6.294418710327161,5299.712849666272,0.0,18.70281111674459,2291.029172235963
315,2956.53245079806,1829.6977282799837,0.0554318107027356,1120.5478963304279,6.231394376945403,5299.712849666272,0.0,16.133341069239687,2275.2456246104116
316,2941.4655789838584,1805.147824552127,0.05437481614932682,1130.0905509253698,6.172828690211887,5299.712849666272,0.0,15.095662255590875,2260.238375477497
317,2903.467306405768,1752.9291559745623,0.05280158279682633,1144.4005611835637,6.084787664845144,5299.712849666272,0.0,7.961405376361279,2222.329717158126
318,2867.7039194101635,1704.1467353385108,0.051372319852738706,1157.5022339042048,6.003577847594826,5299.712849666272,0.0,7.472898472324586,2186.648969242716
319,2834.360426677787,1659.8651949424404,0.05017461274456062,1168.5105055667404,5.934551555861723,5299.712849666272,0.0,4.050352883665303,2153.375700509181
320,2808.990101486466,1626.1311301684987,0.04925742082364023,1176.9286703889625,5.88104350818085,5299.712849666272,0.0,4.029956641529782,2128.059800557461
321,2782.4797290258616,1590.6852951310168,0.04827393792375828,1185.9230406711072,5.823119285813698,5299.712849666272,0.0,5.654535994908897,2101.608335802124
322,2749.54348652858,1547.7256050440856,0.04716351364959419,1196.0136836782676,5.757034292577499,5299.712849666272,0.0,4.16834699393765,2068.739288722353
323,2760.5075488816547,1566.1199191852747,0.04716351364959419,1188.6101596414826,5.7303065412478,5299.712849666272,0.0,18.394314141189266,2079.7300788267576
324,2764.847911697408,1578.7780807841693,0.04716351364959419,1180.3223276754734,5.7003397241154,5299.712849666272,0.0,12.65816159889456,2084.1004084596425
325,2762.35152717353,1582.4034004170935,0.04716351364959419,1174.2227169666285,5.678246276158427,5299.712849666272,0.0,3.6253196329241386,2081.626117383722
326,2739.764579016224,1552.3873494754173,0.04641856300382641,1181.696812868536,5.633998109266724,5299.712849666272,0.0,3.04846578620682,2059.0841623439533
327,2739.1657394740887,1560.475094384079,0.04641856300382641,1173.0411791384772,5.603047388528585,5299.712849666272,0.0,8.087744908661818,2058.5162735225563
328,2742.629792404836,1565.8723282392637,0.04641856300382641,1171.1148988921846,5.59614671038392,5299.712849666272,0.0,5.397233855184654,2061.987227131448
329,2739.1298453750674,1566.066729652099,0.04641856300382641,1167.4337431905683,5.582953969396573,5299.712849666272,0.0,0.19440141283523996,2058.5004728426675
330,2726.066694380157,1566.066729652099,0.04641856300382641,1154.4017532787734,5.551792886280905,5299.712849666272,0.0,0.0,2045.4684829308724
331,2715.536377768845,1566.066729652099,0.04641856300382641,1143.896697325091,5.526532228651103,5299.712849666272,0.0,0.0,2034.96342697719
332,2708.305683373038,1566.066729652099,0.04641856300382641,1136.68342773999,5.509107417945193,5299.712849666272,0.0,0.0,2027.750157392089
333,2707.8021369855337,1564.8078730115362,0.04639990660969698,1137.4387417243277,5.509122343060497,5299.712849666272,0.0,0.0,2027.246614735864
334,2700.396510222284,1564.8078730115362,0.04639990660969698,1130.0510060080442,5.49123129609409,5299.712849666272,0.0,0.0,2019.8588790195804
335,2657.866910138989,1518.4728483309623,0.045417043487931234,1133.914786009811,5.433858754727724,5299.712849666272,0.0,0.0,1977.3876343407733
336,2645.3690761113126,1518.4728483309623,0.045417043487931234,1121.4468259791063,5.403984757756202,5299.712849666272,0.0,0.0,1964.9196743100686
337,2640.531652969139,1518.4728483309623,0.045417043487931234,1116.6210300167597,5.392357577929021,5299.712849666272,0.0,0.0,1960.093878347722
338,2592.5373129603095,1465.7081387850283,0.04432603526930957,1121.456385362374,5.3284627776381095,5299.712849666272,0.0,0.0,1912.1645241474023
339,2579.995710011832,1465.7081387850283,0.04432603526930957,1108.9445067439583,5.298738447576441,5299.712849666272,0.0,0.0,1899.6526455289866
340,2551.6811479763687,1434.5187602190776,0.043694450214976074,1111.857199460015,5.261493847060959,5299.712849666272,0.0,0.0,1871.3759596790926
341,2514.1546692491647,1393.4471638722832,0.042867297886987746,1115.4522835358637,5.212354543130821,5299.712849666272,0.0,0.0,1833.899447408147
342,2483.48753702091,1360.121366697854,0.04218701530321306,1118.1524432687636,5.171540038989339,5299.712849666272,0.0,0.6772524011655952,1803.2738099666176
343,2476.151301390581,1363.464097056376,0.04218701530321306,1107.4981158170533,5.146901501848577,5299.712849666272,0.0,3.3427303585220223,1795.9622128734293
344,2449.1886929271127,1333.8784490242924,0.04154294086715981,1110.1605733948543,5.1081275670991415,5299.712849666272,0.0,3.032301551836006,1769.0390224191467
345,2443.2088452871308,1335.5610325556925,0.04154294086715981,1102.5157301452039,5.0905396453671194,5299.712849666272,0.0,1.6825835314001236,1763.0767627008963
346,2407.120541491806,1296.1283824825068,0.04072473447178601,1105.910370267055,5.041064007772664,5299.712849666272,0.0,2.415966221131855,1727.0387527495618
347,2376.420581200644,1262.6571661474723,0.03995651087908964,1108.7293267887105,4.994131753582183,5299.712849666272,0.0,5.996513624292666,1696.3864929361828
348,2369.6560715285127,1264.3038763007849,0.03995651087908964,1100.3370080352233,4.975230681625168,5299.712849666272,0.0,1.6467101533126673,1689.6408843360082
349,2368.0315423612133,1264.8064201269253,0.03995651087908964,1098.214733029875,4.970432693534088,5299.712849666272,0.0,0.5025438261404163,1688.0211531568004
350,2357.9299378790206,1264.9853531708095,0.03995651087908964,1087.9574074244742,4.947220772857769,5299.712849666272,0.0,0.17893304388411932,1677.9427605952837
351,2351.4344447606463,1264.9853531708095,0.03995651087908964,1081.4766491393725,4.932485939585286,5299.712849666272,0.0,0.0,1671.462002310182
352,2345.868330263235,1264.9853531708095,0.03995651087908964,1075.9231989537514,4.919821627795215,5299.712849666272,0.0,0.0,1665.9085521245609
353,2344.51037633226,1264.9853531708095,0.03995651087908964,1074.568342665469,4.916723985102814,5299.712849666272,0.0,0.0,1664.5536958362784
354,2344.4946271402487,1264.945980501692,0.039955889055889086,1074.5919662669394,4.916724482561374,5299.712849666272,0.0,0.0,1664.5379467686314
355,2343.0942787165045,1261.4451370876452,0.03990059842956597,1076.6924723153675,4.916768715062433,5299.712849666272,0.0,0.0,1663.1376094030127
356,2341.6265126206613,1257.7757508644993,0.03984256550293757,1078.894104049255,4.9168151414037355,5299.712849666272,0.0,0.0,1661.6698549137543
357,2306.2405606728635,1219.0909627700776,0.03910890948212701,1082.2383557367868,4.872133256516884,5299.712849666272,0.0,0.0,1626.3293185068644
358,2248.791431848164,1156.9820113559704,0.03793329566309427,1086.9716416118033,4.799845584726661,5299.712849666272,0.0,0.0,1568.9536529677737
359,2206.525160483731,1112.14743495848,0.03708601520029449,1089.5937209264416,4.7469185836091,5299.712849666272,0.0,0.0,1526.7411558849217
360,2155.9744697615515,1059.2916515870988,0.03608723781767966,1091.962933853355,4.683797083280369,5299.712849666272,0.0,0.0,1476.2545854404539
361,2103.1839650041734,1005.067996266278,0.03505517213697475,1093.4632672254318,4.617646340326589,5299.712849666272,0.0,0.32565477984409186,1423.5312634917098
362,2041.70633401827,943.1532356106802,0.033849208486664506,1093.9800659339764,4.539183265126687,5299.712849666272,0.0,1.6418816038358992,1362.1333015446567
363,1975.7752383030488,878.442284225193,0.03255492053291097,1092.8469625533887,4.453436603934319,5299.712849666272,0.0,3.117841369548456,1296.2892467785819
364,1919.2447853590736,825.0013866601392,0.03130403840475899,1089.8432162182703,4.368878442259363,5299.712849666272,0.0,11.538322690314159,1239.8446028784097
365,1901.5618010469448,810.5235933129543,0.03051435490595094,1086.6932883999282,4.314404979156387,5299.712849666272,0.0,26.093422677455195,1222.2168817128825
